,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Requested_Date,Requested_Hour,Requested_Month,Requested_Day_Of_Week,Drop_Date,Drop_Hour,Drop_Month,Drop_Day_Of_Week,Demand_Not_Filled,Demand_Filled,Cancelled
5749,4549,Airport,,No Cars Available,2016-07-14 09:46:03,,14,9,7,Thursday,,,,,1,0,0
5750,4548,City,,No Cars Available,2016-07-14 09:46:09,,14,9,7,Thursday,,,,,1,0,0
5751,4555,City,,No Cars Available,2016-07-14 09:46:31,,14,9,7,Thursday,,,,,1,0,0
5752,4559,City,,No Cars Available,2016-07-14 09:49:25,,14,9,7,Thursday,,,,,1,0,0
5753,4564,City,,No Cars Available,2016-07-14 09:52:52,,14,9,7,Thursday,,,,,1,0,0
5754,4587,City,,No Cars Available,2016-07-14 09:59:45,,14,9,7,Thursday,,,,,1,0,0
5755,4584,City,,No Cars Available,2016-07-14 10:00:10,,14,10,7,Thursday,,,,,1,0,0
5756,4585,City,,No Cars Available,2016-07-14 10:00:11,,14,10,7,Thursday,,,,,1,0,0
5757,4583,City,,No Cars Available,2016-07-14 10:01:39,,14,10,7,Thursday,,,,,1,0,0
5758,4582,City,,No Cars Available,2016-07-14 10:03:34,,14,10,7,Thursday,,,,,1,0,0
5759,4589,City,,No Cars Available,2016-07-14 10:06:29,,14,10,7,Thursday,,,,,1,0,0
5760,4596,City,,No Cars Available,2016-07-14 10:07:11,,14,10,7,Thursday,,,,,1,0,0
5761,4595,City,,No Cars Available,2016-07-14 10:07:56,,14,10,7,Thursday,,,,,1,0,0
5762,4591,City,,No Cars Available,2016-07-14 10:08:31,,14,10,7,Thursday,,,,,1,0,0
5763,4597,City,,No Cars Available,2016-07-14 10:08:43,,14,10,7,Thursday,,,,,1,0,0
5764,4598,City,,No Cars Available,2016-07-14 10:12:33,,14,10,7,Thursday,,,,,1,0,0
5765,4590,City,,No Cars Available,2016-07-14 10:13:11,,14,10,7,Thursday,,,,,1,0,0
5766,4606,Airport,,No Cars Available,2016-07-14 10:19:58,,14,10,7,Thursday,,,,,1,0,0
5767,4608,Airport,,No Cars Available,2016-07-14 10:23:43,,14,10,7,Thursday,,,,,1,0,0
5768,4604,City,,No Cars Available,2016-07-14 10:25:40,,14,10,7,Thursday,,,,,1,0,0
5769,4613,City,,No Cars Available,2016-07-14 10:43:18,,14,10,7,Thursday,,,,,1,0,0
5770,4616,City,,No Cars Available,2016-07-14 10:55:38,,14,10,7,Thursday,,,,,1,0,0
5771,4622,Airport,,No Cars Available,2016-07-14 11:00:28,,14,11,7,Thursday,,,,,1,0,0
5772,4617,City,,No Cars Available,2016-07-14 11:02:20,,14,11,7,Thursday,,,,,1,0,0
5773,4619,Airport,,No Cars Available,2016-07-14 11:04:37,,14,11,7,Thursday,,,,,1,0,0
5774,4629,City,,No Cars Available,2016-07-14 11:11:21,,14,11,7,Thursday,,,,,1,0,0
5775,4633,City,,No Cars Available,2016-07-14 11:21:02,,14,11,7,Thursday,,,,,1,0,0
5776,4634,City,,No Cars Available,2016-07-14 11:30:31,,14,11,7,Thursday,,,,,1,0,0
5777,4636,City,,No Cars Available,2016-07-14 11:32:34,,14,11,7,Thursday,,,,,1,0,0
5778,4640,Airport,,No Cars Available,2016-07-14 11:39:12,,14,11,7,Thursday,,,,,1,0,0
5779,4647,City,,No Cars Available,2016-07-14 11:50:35,,14,11,7,Thursday,,,,,1,0,0
5780,4650,Airport,,No Cars Available,2016-07-14 11:58:16,,14,11,7,Thursday,,,,,1,0,0
5781,4662,Airport,,No Cars Available,2016-07-14 12:13:01,,14,12,7,Thursday,,,,,1,0,0
5782,4660,City,,No Cars Available,2016-07-14 12:13:24,,14,12,7,Thursday,,,,,1,0,0
5783,4666,Airport,,No Cars Available,2016-07-14 12:26:36,,14,12,7,Thursday,,,,,1,0,0
5784,4670,Airport,,No Cars Available,2016-07-14 12:36:33,,14,12,7,Thursday,,,,,1,0,0
5785,4675,City,,No Cars Available,2016-07-14 12:39:26,,14,12,7,Thursday,,,,,1,0,0
5786,4676,Airport,,No Cars Available,2016-07-14 12:44:22,,14,12,7,Thursday,,,,,1,0,0
5787,4682,Airport,,No Cars Available,2016-07-14 12:49:15,,14,12,7,Thursday,,,,,1,0,0
5788,4678,City,,No Cars Available,2016-07-14 12:49:20,,14,12,7,Thursday,,,,,1,0,0
5789,4688,Airport,,No Cars Available,2016-07-14 13:03:07,,14,13,7,Thursday,,,,,1,0,0
5790,4692,City,,No Cars Available,2016-07-14 13:04:58,,14,13,7,Thursday,,,,,1,0,0
5791,4689,City,,No Cars Available,2016-07-14 13:09:42,,14,13,7,Thursday,,,,,1,0,0
5792,4697,City,,No Cars Available,2016-07-14 13:12:54,,14,13,7,Thursday,,,,,1,0,0
5793,4705,Airport,,No Cars Available,2016-07-14 13:13:02,,14,13,7,Thursday,,,,,1,0,0
5794,4707,City,,No Cars Available,2016-07-14 13:13:28,,14,13,7,Thursday,,,,,1,0,0
5795,4704,City,,No Cars Available,2016-07-14 13:16:08,,14,13,7,Thursday,,,,,1,0,0
5796,4708,City,,No Cars Available,2016-07-14 13:18:20,,14,13,7,Thursday,,,,,1,0,0
5797,4703,Airport,,No Cars Available,2016-07-14 13:18:56,,14,13,7,Thursday,,,,,1,0,0
5798,4725,Airport,,No Cars Available,2016-07-14 13:56:39,,14,13,7,Thursday,,,,,1,0,0
5799,4734,Airport,,No Cars Available,2016-07-14 14:37:02,,14,14,7,Thursday,,,,,1,0,0
5800,4742,Airport,,No Cars Available,2016-07-14 15:00:36,,14,15,7,Thursday,,,,,1,0,0
5801,4744,Airport,,No Cars Available,2016-07-14 15:03:28,,14,15,7,Thursday,,,,,1,0,0
5802,4746,City,,No Cars Available,2016-07-14 15:10:29,,14,15,7,Thursday,,,,,1,0,0
5803,4749,Airport,,No Cars Available,2016-07-14 15:11:40,,14,15,7,Thursday,,,,,1,0,0
5804,4764,City,,No Cars Available,2016-07-14 15:30:46,,14,15,7,Thursday,,,,,1,0,0
5805,4763,City,,No Cars Available,2016-07-14 15:33:56,,14,15,7,Thursday,,,,,1,0,0
5806,4772,City,,No Cars Available,2016-07-14 15:55:09,,14,15,7,Thursday,,,,,1,0,0
5807,4778,City,,No Cars Available,2016-07-14 16:21:48,,14,16,7,Thursday,,,,,1,0,0
5808,4781,Airport,,No Cars Available,2016-07-14 16:29:23,,14,16,7,Thursday,,,,,1,0,0
5809,4782,Airport,,No Cars Available,2016-07-14 16:33:22,,14,16,7,Thursday,,,,,1,0,0
5810,4785,City,,No Cars Available,2016-07-14 16:42:53,,14,16,7,Thursday,,,,,1,0,0
5811,4789,City,,No Cars Available,2016-07-14 16:44:59,,14,16,7,Thursday,,,,,1,0,0
5812,4793,City,,No Cars Available,2016-07-14 16:47:30,,14,16,7,Thursday,,,,,1,0,0
5813,4794,City,,No Cars Available,2016-07-14 16:55:09,,14,16,7,Thursday,,,,,1,0,0
5814,4804,City,,No Cars Available,2016-07-14 17:02:52,,14,17,7,Thursday,,,,,1,0,0
5815,4806,City,,No Cars Available,2016-07-14 17:06:55,,14,17,7,Thursday,,,,,1,0,0
5816,4808,Airport,,No Cars Available,2016-07-14 17:14:22,,14,17,7,Thursday,,,,,1,0,0
5817,4809,Airport,,No Cars Available,2016-07-14 17:14:31,,14,17,7,Thursday,,,,,1,0,0
5818,4816,Airport,,No Cars Available,2016-07-14 17:14:49,,14,17,7,Thursday,,,,,1,0,0
5819,4807,Airport,,No Cars Available,2016-07-14 17:15:22,,14,17,7,Thursday,,,,,1,0,0
5820,4817,Airport,,No Cars Available,2016-07-14 17:17:26,,14,17,7,Thursday,,,,,1,0,0
5821,4819,Airport,,No Cars Available,2016-07-14 17:18:14,,14,17,7,Thursday,,,,,1,0,0
5822,4811,Airport,,No Cars Available,2016-07-14 17:18:21,,14,17,7,Thursday,,,,,1,0,0
5823,4818,Airport,,No Cars Available,2016-07-14 17:20:56,,14,17,7,Thursday,,,,,1,0,0
5824,4836,Airport,,No Cars Available,2016-07-14 17:21:14,,14,17,7,Thursday,,,,,1,0,0
5825,4821,Airport,,No Cars Available,2016-07-14 17:21:48,,14,17,7,Thursday,,,,,1,0,0
5826,4826,Airport,,No Cars Available,2016-07-14 17:24:44,,14,17,7,Thursday,,,,,1,0,0
5827,4824,Airport,,No Cars Available,2016-07-14 17:24:53,,14,17,7,Thursday,,,,,1,0,0
5828,4820,Airport,,No Cars Available,2016-07-14 17:25:02,,14,17,7,Thursday,,,,,1,0,0
5829,4827,Airport,,No Cars Available,2016-07-14 17:25:30,,14,17,7,Thursday,,,,,1,0,0
5830,4832,Airport,,No Cars Available,2016-07-14 17:26:50,,14,17,7,Thursday,,,,,1,0,0
5831,4838,Airport,,No Cars Available,2016-07-14 17:27:16,,14,17,7,Thursday,,,,,1,0,0
5832,4840,Airport,,No Cars Available,2016-07-14 17:27:31,,14,17,7,Thursday,,,,,1,0,0
5833,4835,Airport,,No Cars Available,2016-07-14 17:27:45,,14,17,7,Thursday,,,,,1,0,0
5834,4841,Airport,,No Cars Available,2016-07-14 17:27:46,,14,17,7,Thursday,,,,,1,0,0
5835,4843,Airport,,No Cars Available,2016-07-14 17:28:37,,14,17,7,Thursday,,,,,1,0,0
5836,4839,Airport,,No Cars Available,2016-07-14 17:28:58,,14,17,7,Thursday,,,,,1,0,0
5837,4844,Airport,,No Cars Available,2016-07-14 17:30:35,,14,17,7,Thursday,,,,,1,0,0
5838,4833,Airport,,No Cars Available,2016-07-14 17:30:47,,14,17,7,Thursday,,,,,1,0,0
5839,4837,Airport,,No Cars Available,2016-07-14 17:30:51,,14,17,7,Thursday,,,,,1,0,0
5840,4853,Airport,,No Cars Available,2016-07-14 17:33:46,,14,17,7,Thursday,,,,,1,0,0
5841,4852,City,,No Cars Available,2016-07-14 17:34:06,,14,17,7,Thursday,,,,,1,0,0
5842,4856,Airport,,No Cars Available,2016-07-14 17:34:34,,14,17,7,Thursday,,,,,1,0,0
5843,4855,Airport,,No Cars Available,2016-07-14 17:34:36,,14,17,7,Thursday,,,,,1,0,0
5844,4861,Airport,,No Cars Available,2016-07-14 17:34:46,,14,17,7,Thursday,,,,,1,0,0
5845,4846,Airport,,No Cars Available,2016-07-14 17:35:02,,14,17,7,Thursday,,,,,1,0,0
5846,4864,Airport,,No Cars Available,2016-07-14 17:35:59,,14,17,7,Thursday,,,,,1,0,0
5847,4842,Airport,,No Cars Available,2016-07-14 17:36:08,,14,17,7,Thursday,,,,,1,0,0
5848,4851,Airport,,No Cars Available,2016-07-14 17:36:45,,14,17,7,Thursday,,,,,1,0,0
5849,4845,Airport,,No Cars Available,2016-07-14 17:37:44,,14,17,7,Thursday,,,,,1,0,0
5850,4860,Airport,,No Cars Available,2016-07-14 17:38:56,,14,17,7,Thursday,,,,,1,0,0
5851,4871,Airport,,No Cars Available,2016-07-14 17:43:04,,14,17,7,Thursday,,,,,1,0,0
5852,4870,Airport,,No Cars Available,2016-07-14 17:43:44,,14,17,7,Thursday,,,,,1,0,0
5853,4873,Airport,,No Cars Available,2016-07-14 17:44:27,,14,17,7,Thursday,,,,,1,0,0
5854,4868,Airport,,No Cars Available,2016-07-14 17:44:39,,14,17,7,Thursday,,,,,1,0,0
5855,4874,Airport,,No Cars Available,2016-07-14 17:47:02,,14,17,7,Thursday,,,,,1,0,0
5856,4867,Airport,,No Cars Available,2016-07-14 17:47:04,,14,17,7,Thursday,,,,,1,0,0
5857,4878,Airport,,No Cars Available,2016-07-14 17:48:48,,14,17,7,Thursday,,,,,1,0,0
5858,4872,Airport,,No Cars Available,2016-07-14 17:50:53,,14,17,7,Thursday,,,,,1,0,0
5859,4877,Airport,,No Cars Available,2016-07-14 17:51:28,,14,17,7,Thursday,,,,,1,0,0
5860,4888,Airport,,No Cars Available,2016-07-14 17:52:06,,14,17,7,Thursday,,,,,1,0,0
5861,4882,Airport,,No Cars Available,2016-07-14 17:53:51,,14,17,7,Thursday,,,,,1,0,0
5862,4891,Airport,,No Cars Available,2016-07-14 17:55:37,,14,17,7,Thursday,,,,,1,0,0
5863,4881,Airport,,No Cars Available,2016-07-14 17:56:02,,14,17,7,Thursday,,,,,1,0,0
5864,4883,Airport,,No Cars Available,2016-07-14 17:56:19,,14,17,7,Thursday,,,,,1,0,0
5865,4887,Airport,,No Cars Available,2016-07-14 17:58:23,,14,17,7,Thursday,,,,,1,0,0
5866,4896,Airport,,No Cars Available,2016-07-14 17:58:25,,14,17,7,Thursday,,,,,1,0,0
5867,4893,Airport,,No Cars Available,2016-07-14 18:00:30,,14,18,7,Thursday,,,,,1,0,0
5868,4897,Airport,,No Cars Available,2016-07-14 18:01:06,,14,18,7,Thursday,,,,,1,0,0
5869,4910,Airport,,No Cars Available,2016-07-14 18:02:21,,14,18,7,Thursday,,,,,1,0,0
5870,4900,Airport,,No Cars Available,2016-07-14 18:04:03,,14,18,7,Thursday,,,,,1,0,0
5871,4894,Airport,,No Cars Available,2016-07-14 18:04:57,,14,18,7,Thursday,,,,,1,0,0
5872,4895,Airport,,No Cars Available,2016-07-14 18:06:45,,14,18,7,Thursday,,,,,1,0,0
5873,4914,Airport,,No Cars Available,2016-07-14 18:10:00,,14,18,7,Thursday,,,,,1,0,0
5874,4907,Airport,,No Cars Available,2016-07-14 18:10:12,,14,18,7,Thursday,,,,,1,0,0
5875,4903,Airport,,No Cars Available,2016-07-14 18:10:29,,14,18,7,Thursday,,,,,1,0,0
5876,4913,Airport,,No Cars Available,2016-07-14 18:10:46,,14,18,7,Thursday,,,,,1,0,0
5877,4912,Airport,,No Cars Available,2016-07-14 18:11:14,,14,18,7,Thursday,,,,,1,0,0
5878,4917,Airport,,No Cars Available,2016-07-14 18:13:32,,14,18,7,Thursday,,,,,1,0,0
5879,4918,Airport,,No Cars Available,2016-07-14 18:14:47,,14,18,7,Thursday,,,,,1,0,0
5880,4923,Airport,,No Cars Available,2016-07-14 18:15:14,,14,18,7,Thursday,,,,,1,0,0
5881,4916,Airport,,No Cars Available,2016-07-14 18:15:19,,14,18,7,Thursday,,,,,1,0,0
5882,4924,Airport,,No Cars Available,2016-07-14 18:15:44,,14,18,7,Thursday,,,,,1,0,0
5883,4920,Airport,,No Cars Available,2016-07-14 18:15:49,,14,18,7,Thursday,,,,,1,0,0
5884,4922,Airport,,No Cars Available,2016-07-14 18:16:24,,14,18,7,Thursday,,,,,1,0,0
5885,4927,Airport,,No Cars Available,2016-07-14 18:16:43,,14,18,7,Thursday,,,,,1,0,0
5886,4925,Airport,,No Cars Available,2016-07-14 18:17:23,,14,18,7,Thursday,,,,,1,0,0
5887,4934,Airport,,No Cars Available,2016-07-14 18:17:40,,14,18,7,Thursday,,,,,1,0,0
5888,4930,Airport,,No Cars Available,2016-07-14 18:22:17,,14,18,7,Thursday,,,,,1,0,0
5889,4935,Airport,,No Cars Available,2016-07-14 18:22:19,,14,18,7,Thursday,,,,,1,0,0
5890,4946,Airport,,No Cars Available,2016-07-14 18:25:40,,14,18,7,Thursday,,,,,1,0,0
5891,4942,Airport,,No Cars Available,2016-07-14 18:26:09,,14,18,7,Thursday,,,,,1,0,0
5892,4939,Airport,,No Cars Available,2016-07-14 18:28:38,,14,18,7,Thursday,,,,,1,0,0
5893,4945,Airport,,No Cars Available,2016-07-14 18:29:35,,14,18,7,Thursday,,,,,1,0,0
5894,4952,Airport,,No Cars Available,2016-07-14 18:29:44,,14,18,7,Thursday,,,,,1,0,0
5895,4956,Airport,,No Cars Available,2016-07-14 18:30:19,,14,18,7,Thursday,,,,,1,0,0
5896,4947,Airport,,No Cars Available,2016-07-14 18:30:56,,14,18,7,Thursday,,,,,1,0,0
5897,4955,Airport,,No Cars Available,2016-07-14 18:31:07,,14,18,7,Thursday,,,,,1,0,0
5898,4959,Airport,,No Cars Available,2016-07-14 18:32:30,,14,18,7,Thursday,,,,,1,0,0
5899,4962,Airport,,No Cars Available,2016-07-14 18:33:44,,14,18,7,Thursday,,,,,1,0,0
5900,4961,Airport,,No Cars Available,2016-07-14 18:34:46,,14,18,7,Thursday,,,,,1,0,0
5901,4957,Airport,,No Cars Available,2016-07-14 18:34:48,,14,18,7,Thursday,,,,,1,0,0
5902,4960,Airport,,No Cars Available,2016-07-14 18:36:00,,14,18,7,Thursday,,,,,1,0,0
5903,4953,Airport,,No Cars Available,2016-07-14 18:36:15,,14,18,7,Thursday,,,,,1,0,0
5904,4951,Airport,,No Cars Available,2016-07-14 18:36:25,,14,18,7,Thursday,,,,,1,0,0
5905,4967,Airport,,No Cars Available,2016-07-14 18:36:36,,14,18,7,Thursday,,,,,1,0,0
5906,4954,Airport,,No Cars Available,2016-07-14 18:37:26,,14,18,7,Thursday,,,,,1,0,0
5907,4965,Airport,,No Cars Available,2016-07-14 18:38:01,,14,18,7,Thursday,,,,,1,0,0
5908,4972,Airport,,No Cars Available,2016-07-14 18:44:15,,14,18,7,Thursday,,,,,1,0,0
5909,4983,City,,No Cars Available,2016-07-14 18:44:16,,14,18,7,Thursday,,,,,1,0,0
5910,4989,Airport,,No Cars Available,2016-07-14 18:45:12,,14,18,7,Thursday,,,,,1,0,0
5911,4973,Airport,,No Cars Available,2016-07-14 18:45:17,,14,18,7,Thursday,,,,,1,0,0
5912,4980,Airport,,No Cars Available,2016-07-14 18:47:22,,14,18,7,Thursday,,,,,1,0,0
5913,4982,Airport,,No Cars Available,2016-07-14 18:47:23,,14,18,7,Thursday,,,,,1,0,0
5914,4970,Airport,,No Cars Available,2016-07-14 18:47:37,,14,18,7,Thursday,,,,,1,0,0
5915,4984,Airport,,No Cars Available,2016-07-14 18:48:28,,14,18,7,Thursday,,,,,1,0,0
5916,4990,Airport,,No Cars Available,2016-07-14 18:48:36,,14,18,7,Thursday,,,,,1,0,0
5917,4985,Airport,,No Cars Available,2016-07-14 18:48:45,,14,18,7,Thursday,,,,,1,0,0
5918,4992,Airport,,No Cars Available,2016-07-14 18:48:59,,14,18,7,Thursday,,,,,1,0,0
5919,4991,Airport,,No Cars Available,2016-07-14 18:49:48,,14,18,7,Thursday,,,,,1,0,0
5920,4979,Airport,,No Cars Available,2016-07-14 18:49:50,,14,18,7,Thursday,,,,,1,0,0
5921,4994,Airport,,No Cars Available,2016-07-14 18:52:21,,14,18,7,Thursday,,,,,1,0,0
5922,4993,Airport,,No Cars Available,2016-07-14 18:53:04,,14,18,7,Thursday,,,,,1,0,0
5923,4988,Airport,,No Cars Available,2016-07-14 18:53:59,,14,18,7,Thursday,,,,,1,0,0
5924,4995,Airport,,No Cars Available,2016-07-14 18:55:12,,14,18,7,Thursday,,,,,1,0,0
5925,5000,Airport,,No Cars Available,2016-07-14 18:56:45,,14,18,7,Thursday,,,,,1,0,0
5926,5002,Airport,,No Cars Available,2016-07-14 18:56:55,,14,18,7,Thursday,,,,,1,0,0
5927,5004,Airport,,No Cars Available,2016-07-14 18:57:20,,14,18,7,Thursday,,,,,1,0,0
5928,5006,Airport,,No Cars Available,2016-07-14 18:57:54,,14,18,7,Thursday,,,,,1,0,0
5929,5007,Airport,,No Cars Available,2016-07-14 18:58:17,,14,18,7,Thursday,,,,,1,0,0
5930,5003,Airport,,No Cars Available,2016-07-14 18:58:31,,14,18,7,Thursday,,,,,1,0,0
5931,5009,Airport,,No Cars Available,2016-07-14 19:00:24,,14,19,7,Thursday,,,,,1,0,0
5932,4999,Airport,,No Cars Available,2016-07-14 19:01:06,,14,19,7,Thursday,,,,,1,0,0
5933,5008,Airport,,No Cars Available,2016-07-14 19:02:20,,14,19,7,Thursday,,,,,1,0,0
5934,5011,Airport,,No Cars Available,2016-07-14 19:02:20,,14,19,7,Thursday,,,,,1,0,0
5935,5014,City,,No Cars Available,2016-07-14 19:02:30,,14,19,7,Thursday,,,,,1,0,0
5936,5015,Airport,,No Cars Available,2016-07-14 19:04:05,,14,19,7,Thursday,,,,,1,0,0
5937,5005,Airport,,No Cars Available,2016-07-14 19:04:18,,14,19,7,Thursday,,,,,1,0,0
5938,5010,Airport,,No Cars Available,2016-07-14 19:05:28,,14,19,7,Thursday,,,,,1,0,0
5939,5026,Airport,,No Cars Available,2016-07-14 19:05:47,,14,19,7,Thursday,,,,,1,0,0
5940,5022,Airport,,No Cars Available,2016-07-14 19:06:09,,14,19,7,Thursday,,,,,1,0,0
5941,5016,Airport,,No Cars Available,2016-07-14 19:06:13,,14,19,7,Thursday,,,,,1,0,0
5942,5021,Airport,,No Cars Available,2016-07-14 19:06:43,,14,19,7,Thursday,,,,,1,0,0
5943,5020,Airport,,No Cars Available,2016-07-14 19:08:13,,14,19,7,Thursday,,,,,1,0,0
5944,5018,Airport,,No Cars Available,2016-07-14 19:09:22,,14,19,7,Thursday,,,,,1,0,0
5945,5037,Airport,,No Cars Available,2016-07-14 19:10:01,,14,19,7,Thursday,,,,,1,0,0
5946,5027,Airport,,No Cars Available,2016-07-14 19:10:41,,14,19,7,Thursday,,,,,1,0,0
5947,5030,Airport,,No Cars Available,2016-07-14 19:11:50,,14,19,7,Thursday,,,,,1,0,0
5948,5034,Airport,,No Cars Available,2016-07-14 19:12:03,,14,19,7,Thursday,,,,,1,0,0
5949,5028,Airport,,No Cars Available,2016-07-14 19:13:31,,14,19,7,Thursday,,,,,1,0,0
5950,5036,Airport,,No Cars Available,2016-07-14 19:17:42,,14,19,7,Thursday,,,,,1,0,0
5951,5048,Airport,,No Cars Available,2016-07-14 19:18:29,,14,19,7,Thursday,,,,,1,0,0
5952,5035,Airport,,No Cars Available,2016-07-14 19:18:43,,14,19,7,Thursday,,,,,1,0,0
5953,5040,Airport,,No Cars Available,2016-07-14 19:20:18,,14,19,7,Thursday,,,,,1,0,0
5954,5043,Airport,,No Cars Available,2016-07-14 19:20:59,,14,19,7,Thursday,,,,,1,0,0
5955,5059,Airport,,No Cars Available,2016-07-14 19:21:15,,14,19,7,Thursday,,,,,1,0,0
5956,5047,Airport,,No Cars Available,2016-07-14 19:22:15,,14,19,7,Thursday,,,,,1,0,0
5957,5045,Airport,,No Cars Available,2016-07-14 19:22:50,,14,19,7,Thursday,,,,,1,0,0
5958,5055,Airport,,No Cars Available,2016-07-14 19:24:18,,14,19,7,Thursday,,,,,1,0,0
5959,5044,Airport,,No Cars Available,2016-07-14 19:24:24,,14,19,7,Thursday,,,,,1,0,0
5960,5062,Airport,,No Cars Available,2016-07-14 19:24:34,,14,19,7,Thursday,,,,,1,0,0
5961,5057,Airport,,No Cars Available,2016-07-14 19:24:50,,14,19,7,Thursday,,,,,1,0,0
5962,5049,Airport,,No Cars Available,2016-07-14 19:25:41,,14,19,7,Thursday,,,,,1,0,0
5963,5054,Airport,,No Cars Available,2016-07-14 19:26:40,,14,19,7,Thursday,,,,,1,0,0
5964,5052,Airport,,No Cars Available,2016-07-14 19:26:41,,14,19,7,Thursday,,,,,1,0,0
5965,5046,Airport,,No Cars Available,2016-07-14 19:27:26,,14,19,7,Thursday,,,,,1,0,0
5966,5058,Airport,,No Cars Available,2016-07-14 19:27:35,,14,19,7,Thursday,,,,,1,0,0
5967,5053,Airport,,No Cars Available,2016-07-14 19:28:12,,14,19,7,Thursday,,,,,1,0,0
5968,5063,Airport,,No Cars Available,2016-07-14 19:29:37,,14,19,7,Thursday,,,,,1,0,0
5969,5068,Airport,,No Cars Available,2016-07-14 19:30:46,,14,19,7,Thursday,,,,,1,0,0
5970,5065,Airport,,No Cars Available,2016-07-14 19:31:43,,14,19,7,Thursday,,,,,1,0,0
5971,5069,Airport,,No Cars Available,2016-07-14 19:33:02,,14,19,7,Thursday,,,,,1,0,0
5972,5067,Airport,,No Cars Available,2016-07-14 19:34:56,,14,19,7,Thursday,,,,,1,0,0
5973,5074,Airport,,No Cars Available,2016-07-14 19:36:02,,14,19,7,Thursday,,,,,1,0,0
5974,5073,Airport,,No Cars Available,2016-07-14 19:36:34,,14,19,7,Thursday,,,,,1,0,0
5975,5072,Airport,,No Cars Available,2016-07-14 19:38:32,,14,19,7,Thursday,,,,,1,0,0
5976,5078,Airport,,No Cars Available,2016-07-14 19:39:27,,14,19,7,Thursday,,,,,1,0,0
5977,5083,Airport,,No Cars Available,2016-07-14 19:41:27,,14,19,7,Thursday,,,,,1,0,0
5978,5080,Airport,,No Cars Available,2016-07-14 19:44:00,,14,19,7,Thursday,,,,,1,0,0
5979,5085,Airport,,No Cars Available,2016-07-14 19:44:45,,14,19,7,Thursday,,,,,1,0,0
5980,5077,Airport,,No Cars Available,2016-07-14 19:45:37,,14,19,7,Thursday,,,,,1,0,0
5981,5084,Airport,,No Cars Available,2016-07-14 19:46:14,,14,19,7,Thursday,,,,,1,0,0
5982,5090,Airport,,No Cars Available,2016-07-14 19:47:18,,14,19,7,Thursday,,,,,1,0,0
5983,5092,Airport,,No Cars Available,2016-07-14 19:47:30,,14,19,7,Thursday,,,,,1,0,0
5984,5082,Airport,,No Cars Available,2016-07-14 19:49:25,,14,19,7,Thursday,,,,,1,0,0
5985,5091,Airport,,No Cars Available,2016-07-14 19:49:28,,14,19,7,Thursday,,,,,1,0,0
5986,5087,Airport,,No Cars Available,2016-07-14 19:50:05,,14,19,7,Thursday,,,,,1,0,0
5987,5093,Airport,,No Cars Available,2016-07-14 19:52:10,,14,19,7,Thursday,,,,,1,0,0
5988,5081,Airport,,No Cars Available,2016-07-14 19:52:43,,14,19,7,Thursday,,,,,1,0,0
5989,5102,Airport,,No Cars Available,2016-07-14 19:53:40,,14,19,7,Thursday,,,,,1,0,0
5990,5114,Airport,,No Cars Available,2016-07-14 19:54:10,,14,19,7,Thursday,,,,,1,0,0
5991,5094,Airport,,No Cars Available,2016-07-14 19:54:29,,14,19,7,Thursday,,,,,1,0,0
5992,5103,Airport,,No Cars Available,2016-07-14 19:56:17,,14,19,7,Thursday,,,,,1,0,0
5993,5101,City,,No Cars Available,2016-07-14 19:56:21,,14,19,7,Thursday,,,,,1,0,0
5994,5107,City,,No Cars Available,2016-07-14 19:57:06,,14,19,7,Thursday,,,,,1,0,0
5995,5119,Airport,,No Cars Available,2016-07-14 19:57:52,,14,19,7,Thursday,,,,,1,0,0
5996,5104,Airport,,No Cars Available,2016-07-14 19:58:32,,14,19,7,Thursday,,,,,1,0,0
5997,5109,Airport,,No Cars Available,2016-07-14 19:59:18,,14,19,7,Thursday,,,,,1,0,0
5998,5112,Airport,,No Cars Available,2016-07-14 19:59:48,,14,19,7,Thursday,,,,,1,0,0
5999,5117,Airport,,No Cars Available,2016-07-14 19:59:48,,14,19,7,Thursday,,,,,1,0,0
6000,5099,Airport,,No Cars Available,2016-07-14 19:59:58,,14,19,7,Thursday,,,,,1,0,0
6001,5118,City,,No Cars Available,2016-07-14 20:00:48,,14,20,7,Thursday,,,,,1,0,0
6002,5106,Airport,,No Cars Available,2016-07-14 20:00:55,,14,20,7,Thursday,,,,,1,0,0
6003,5110,Airport,,No Cars Available,2016-07-14 20:02:23,,14,20,7,Thursday,,,,,1,0,0
6004,5111,Airport,,No Cars Available,2016-07-14 20:03:50,,14,20,7,Thursday,,,,,1,0,0
6005,5120,Airport,,No Cars Available,2016-07-14 20:04:55,,14,20,7,Thursday,,,,,1,0,0
6006,5121,Airport,,No Cars Available,2016-07-14 20:06:35,,14,20,7,Thursday,,,,,1,0,0
6007,5123,Airport,,No Cars Available,2016-07-14 20:06:40,,14,20,7,Thursday,,,,,1,0,0
6008,5124,Airport,,No Cars Available,2016-07-14 20:07:58,,14,20,7,Thursday,,,,,1,0,0
6009,5127,Airport,,No Cars Available,2016-07-14 20:08:34,,14,20,7,Thursday,,,,,1,0,0
6010,5126,Airport,,No Cars Available,2016-07-14 20:09:06,,14,20,7,Thursday,,,,,1,0,0
6011,5125,Airport,,No Cars Available,2016-07-14 20:09:13,,14,20,7,Thursday,,,,,1,0,0
